born | C:BIRTH
discompose | C:CREATION
discomposed | C:CREATION
discomposes | C:CREATION
dismantlement | C:CREATION
dismantlements | C:CREATION
dismantle | C:CREATION
dismantles | C:CREATION
dismantled | C:CREATION
enrichment | C:CREATION
enrichments | C:CREATION
enrich | C:CREATION
enriches | C:CREATION
enriched | C:CREATION
change | C:CREATION
changes | C:CREATION
changed | C:CREATION
establishment | C:CREATION
establishments | C:CREATION
establish | C:CREATION
establishes | C:CREATION
established | C:CREATION
formation | C:CREATION
formations | C:CREATION
form | C:CREATION
forms | C:CREATION
formed | C:CREATION
increase | C:CREATION
increased | C:CREATION
increases | C:CREATION
installation | C:CREATION
installations | C:CREATION
install | C:CREATION
installs | C:CREATION
installed | C:CREATION
installment | C:CREATION
installments | C:CREATION
interruption | C:CREATION
interruptions | C:CREATION
interrupt | C:CREATION
interrupts | C:CREATION
interrupted | C:CREATION
introduction | C:CREATION
introductions | C:CREATION
introduce | C:CREATION
introduces | C:CREATION
introduced | C:CREATION
organization | C:CREATION
organizations | C:CREATION
organize | C:CREATION
organizes | C:CREATION
organized | C:CREATION
merger | C:CREATION
merge | C:CREATION
merges | C:CREATION
merged | C:CREATION
overproduction | C:CREATION
overproduction | C:CREATION
overproduce | C:CREATION
overproduces | C:CREATION
overproduced | C:CREATION
production | C:CREATION
productions | C:CREATION
produce | C:CREATION
produces | C:CREATION
produced | C:CREATION
readjustment | C:CREATION
readjustments | C:CREATION
readjust | C:CREATION
readjusts | C:CREATION
readjusted | C:CREATION
realization | C:CREATION
realizations | C:CREATION
rearrangement | C:CREATION
rearrangements | C:CREATION
rearrange | C:CREATION
rearranges | C:CREATION
rearranged | C:CREATION
reconstruction | C:CREATION
reconstructions | C:CREATION
reconstruct | C:CREATION
reconstructs | C:CREATION
reconstructed | C:CREATION
reorganization | C:CREATION
reorganizations | C:CREATION
reorganize | C:CREATION
reorganizes | C:CREATION
reorganized | C:CREATION
reparation | C:CREATION
reparation | C:CREATION
repair | C:CREATION
repaire | C:CREATION
repaired | C:CREATION
attendance | C:PARTICIPATION
attendances | C:PARTICIPATION
attend | C:PARTICIPATION
attends | C:PARTICIPATION
attended | C:PARTICIPATION
enrollment | C:PARTICIPATION
enrollments | C:PARTICIPATION
enroll | C:PARTICIPATION
enrolls | C:PARTICIPATION
enrolled | C:PARTICIPATION
participation | C:PARTICIPATION
participations | C:PARTICIPATION
participate | C:PARTICIPATION
participates | C:PARTICIPATION
participated | C:PARTICIPATION
assignment | C:ENGAGEMENT
assignments | C:ENGAGEMENT
assign | C:ENGAGEMENT
assigns | C:ENGAGEMENT
assigned | C:ENGAGEMENT
hiring | C:ENGAGEMENT
hire | C:ENGAGEMENT
hires | C:ENGAGEMENT
hired | C:ENGAGEMENT
redeployment | C:ENGAGEMENT
redeployments | C:ENGAGEMENT
redeploy | C:ENGAGEMENT
redeploys | C:ENGAGEMENT
redeployed | C:ENGAGEMENT
collaboration | C:INTERACTION
collaborations | C:INTERACTION
collaborate | C:INTERACTION
collaborated | C:INTERACTION
collaborates | C:INTERACTION
interrelation | C:INTERACTION
interrelations | C:INTERACTION
interrelate | C:INTERACTION
interrelates | C:INTERACTION
interrelated | C:INTERACTION
negotiation | C:INTERACTION
negotiations | C:INTERACTION
negotiate | C:INTERACTION
negotiates | C:INTERACTION
negotiated | C:INTERACTION
rendezvous | C:INTERACTION
reunion | C:INTERACTION
reunions | C:INTERACTION
reunite | C:INTERACTION
reunites | C:INTERACTION
reunited | C:INTERACTION
prohibition | C:LAW-RELATED
prohibitions | C:LAW-RELATED
prohibit | C:LAW-RELATED
prohibits | C:LAW-RELATED
prohibited | C:LAW-RELATED
accusation | C:LAW-RELATED
accusations | C:LAW-RELATED
accuse | C:LAW-RELATED
accused | C:LAW-RELATED
accuses | C:LAW-RELATED
advocacy | C:LAW-RELATED
advocate | C:LAW-RELATED
advocated | C:LAW-RELATED
advocates | C:LAW-RELATED
robbery | C:LAW-RELATED
robberies | C:LAW-RELATED
adjudication | C:LAW-RELATED
adjudications | C:LAW-RELATED
adjudicate | C:LAW-RELATED
adjudicates | C:LAW-RELATED
adjudicated | C:LAW-RELATED
arbitration | C:LAW-RELATED
arbitrations | C:LAW-RELATED
arbitrate | C:LAW-RELATED
arbitrates | C:LAW-RELATED
arbitrated | C:LAW-RELATED
breach | C:LAW-RELATED
breaches | C:LAW-RELATED
breached | C:LAW-RELATED
bribery | C:LAW-RELATED
briberies | C:LAW-RELATED
bribe | C:LAW-RELATED
bribes | C:LAW-RELATED
bribed | C:LAW-RELATED
burglary | C:LAW-RELATED
burglaries | C:LAW-RELATED
burgle | C:LAW-RELATED
burgles | C:LAW-RELATED
burgled | C:LAW-RELATED
banishment | C:LAW-RELATED
banishments | C:LAW-RELATED
banish | C:LAW-RELATED
banishes | C:LAW-RELATED
banished | C:LAW-RELATED
dispute | C:LAW-RELATED
disputes | C:LAW-RELATED
disputed | C:LAW-RELATED
extradition | C:LAW-RELATED
extraditions | C:LAW-RELATED
extradite | C:LAW-RELATED
extradites | C:LAW-RELATED
extradited | C:LAW-RELATED
forgery | C:LAW-RELATED
forgeries | C:LAW-RELATED
forge | C:LAW-RELATED
forges | C:LAW-RELATED
forged | C:LAW-RELATED
imprisonment | C:LAW-RELATED
imprisonments | C:LAW-RELATED
imprison | C:LAW-RELATED
imprisons | C:LAW-RELATED
imprisoned | C:LAW-RELATED
infringement | C:LAW-RELATED
infringements | C:LAW-RELATED
infringe | C:LAW-RELATED
infringes | C:LAW-RELATED
infringed | C:LAW-RELATED
liberalization | C:LAW-RELATED
liberalizations | C:LAW-RELATED
liberalize | C:LAW-RELATED
liberalizes | C:LAW-RELATED
liberalized | C:LAW-RELATED
persecution | C:LAW-RELATED
persecutions | C:LAW-RELATED
persecute | C:LAW-RELATED
persecutes | C:LAW-RELATED
persecuted | C:LAW-RELATED
vindication | C:LAW-RELATED
vindications | C:LAW-RELATED
vindicate | C:LAW-RELATED
vindicates | C:LAW-RELATED
vindicated | C:LAW-RELATED
bombardment | C:VIOLENCE-INCIDENT
bombardments | C:VIOLENCE-INCIDENT
bombard | C:VIOLENCE-INCIDENT
bombards | C:VIOLENCE-INCIDENT
contamination | C:VIOLENCE-INCIDENT
contaminations | C:VIOLENCE-INCIDENT
contaminate | C:VIOLENCE-INCIDENT
contaminates | C:VIOLENCE-INCIDENT
contaminated | C:VIOLENCE-INCIDENT
detonation | C:VIOLENCE-INCIDENT
detonations | C:VIOLENCE-INCIDENT
detonate | C:VIOLENCE-INCIDENT
detonated | C:VIOLENCE-INCIDENT
detonates | C:VIOLENCE-INCIDENT
devastation | C:VIOLENCE-INCIDENT
devastations | C:VIOLENCE-INCIDENT
devastate | C:VIOLENCE-INCIDENT
devastates | C:VIOLENCE-INCIDENT
devastated | C:VIOLENCE-INCIDENT
explosion | C:VIOLENCE-INCIDENT
explosions | C:VIOLENCE-INCIDENT
explode | C:VIOLENCE-INCIDENT
explodes | C:VIOLENCE-INCIDENT
exploded | C:VIOLENCE-INCIDENT
murder | C:VIOLENCE-INCIDENT
murders | C:VIOLENCE-INCIDENT
murdered | C:VIOLENCE-INCIDENT
assassination | C:VIOLENCE-INCIDENT
assassination | C:VIOLENCE-INCIDENT
assassinate | C:VIOLENCE-INCIDENT
assassinates | C:VIOLENCE-INCIDENT
assassinated | C:VIOLENCE-INCIDENT
murder | C:DEATH
murders | C:DEATH
murdered | C:DEATH
assassination | C:DEATH
assassination | C:DEATH
assassinate | C:DEATH
assassinates | C:DEATH
assassinated | C:DEATH
acquisition | C:OWNERSHIP
acquisitions | C:OWNERSHIP
acquire | C:OWNERSHIP
acquires | C:OWNERSHIP
acquired | C:OWNERSHIP
annexation | C:OWNERSHIP
annexations | C:OWNERSHIP
annex | C:OWNERSHIP
annexes | C:OWNERSHIP
annexed | C:OWNERSHIP
transaction | C:OWNERSHIP
transactions | C:OWNERSHIP
transact | C:OWNERSHIP
transacts | C:OWNERSHIP
transacted | C:OWNERSHIP
reinvestment | C:OWNERSHIP
reinvestments | C:OWNERSHIP
reinvest | C:OWNERSHIP
reinvests | C:OWNERSHIP
reinvested | C:OWNERSHIP
shopping | C:OWNERSHIP
shoppings | C:OWNERSHIP
shop | C:OWNERSHIP
shops | C:OWNERSHIP
shoped | C:OWNERSHIP
capitalization | C:OWNERSHIP
capitalizations | C:OWNERSHIP
capitalize | C:OWNERSHIP
capitalizes | C:OWNERSHIP
capitalized | C:OWNERSHIP
procurement | C:OWNERSHIP
procurements | C:OWNERSHIP
procure | C:OWNERSHIP
procures | C:OWNERSHIP
procured | C:OWNERSHIP
recapitalization | C:OWNERSHIP
recapitalizations | C:OWNERSHIP
recapitalize | C:OWNERSHIP
recapitalizes | C:OWNERSHIP
recapitalized | C:OWNERSHIP
alliance | C:INTERACTION
alliance | C:INTERACTION
ally | C:INTERACTION
allies | C:INTERACTION
allied | C:INTERACTION
arrival | C:LOCATION-RELATED
arrivals | C:LOCATION-RELATED
arrive | C:LOCATION-RELATED
arrives | C:LOCATION-RELATED
arrived | C:LOCATION-RELATED
depopulation | C:LOCATION-RELATED
depopulations | C:LOCATION-RELATED
depopulate | C:LOCATION-RELATED
depopulates | C:LOCATION-RELATED
depopulated | C:LOCATION-RELATED
visit | C:LOCATION-RELATED
visits | C:LOCATION-RELATED
visited | C:LOCATION-RELATED
dislocation | C:LOCATION-RELATED
dislocate | C:LOCATION-RELATED
dislocates | C:LOCATION-RELATED
dislocated | C:LOCATION-RELATED
litigation | C:LAW-RELATED
interpretation | C:STATEMENT
interpretations | C:STATEMENT
interpret | C:STATEMENT
interprets | C:STATEMENT
interpreted | C:STATEMENT
interview | C:STATEMENT
interviews | C:STATEMENT
interviewed | C:STATEMENT
nomination | C:ACHIEVEMENT
nominations | C:ACHIEVEMENT
nomination | C:ENGAGEMENT
nominations | C:ENGAGEMENT
nominated | C:ENGAGEMENT
nominates | C:ENGAGEMENT
nominated | C:ACHIEVEMENT
nominates | C:ACHIEVEMENT
election | C:ENGAGEMENT
elected | C:ENGAGEMENT
attacks | C:VIOLENCE-INCIDENT
attacked | C:VIOLENCE-INCIDENT
attack | C:VIOLENCE-INCIDENT
decide | C:STATEMENT
decided | C:STATEMENT
decides | C:STATEMENT
decision | C:STATEMENT
decisions | C:STATEMENT
damage | C:CREATION
damages | C:CREATION
damaged | C:CREATION
moving | C:LOCATION-RELATED
signed | C:STATEMENT
expected | C:STATEMENT
threatened | C:STATEMENT
speaking | C:STATEMENT
welcomed | C:STATEMENT
stating | C:STATEMENT
accusing | C:STATEMENT
insisting | C:STATEMENT
threatens | C:STATEMENT
suggesting | C:STATEMENT
discussion | C:STATEMENT
discussions | C:STATEMENT
urging | C:STATEMENT
speaks | C:STATEMENT
announcing | C:STATEMENT
instructed | C:STATEMENT
claiming | C:STATEMENT
pleaded | C:STATEMENT
feared | C:STATEMENT
answered | C:STATEMENT
unveiled | C:STATEMENT
undermines | C:STATEMENT
imposes | C:STATEMENT
advising | C:STATEMENT
undermined | C:STATEMENT
debating | C:STATEMENT
refusing | C:STATEMENT
lobbied | C:STATEMENT
threatening | C:STATEMENT
demanding | C:STATEMENT
emphasized | C:STATEMENT
mentioned | C:STATEMENT
worried | C:STATEMENT
approving | C:STATEMENT
admitted | C:STATEMENT
reflected | C:STATEMENT
reaffirmed | C:STATEMENT
demanded | C:STATEMENT
argues | C:STATEMENT
explaining | C:STATEMENT
insults | C:STATEMENT
questioning | C:STATEMENT
feared | C:STATEMENT
answered | C:STATEMENT
unveiled | C:STATEMENT
undermines | C:STATEMENT
imposes | C:STATEMENT
advising | C:STATEMENT
undermined | C:STATEMENT
debating | C:STATEMENT
investigations | C:LAW-RELATED
violates | C:LAW-RELATED
investigate | C:LAW-RELATED
violated | C:LAW-RELATED
violating | C:LAW-RELATED
detentions | C:LAW-RELATED
investigating | C:LAW-RELATED
investigation | C:LAW-RELATED
hailed | C:HEALTH-CONDITION
adding | C:CREATION
delivering | C:CREATION
expansion | C:CREATION
building | C:CREATION
living in | C:LOCATION-RELATED
traveling | C:LOCATION-RELATED
leads | C:ENGAGEMENT
managed	| C:ENGAGEMENT
managing | C:ENGAGEMENT
led	| C:ENGAGEMENT
lead | C:ENGAGEMENT
joined | C:ENGAGEMENT
leading	| C:ENGAGEMENT
phoned | C:INTERACTION
confronting | C:INTERACTION
broke with | C:INTERACTION
breaking with | C:INTERACTION
appointment	| C:ENGAGEMENT
served | C:ENGAGEMENT
accompanied | C:INTERACTION
impeach | C:LAW-RELATED
impeaching | C:LAW-RELATED
impeached | C:LAW-RELATED
impeachment | C:LAW-RELATED
warning | C:STATEMENT
allowed | C:STATEMENT
allowing | C:STATEMENT
achieving | C:ACHIEVEMENT
creating | C:CREATION
was designated | C:ENGAGEMENT
is designated | C:ENGAGEMENT
has been designated | C:ENGAGEMENT
provoke | C:STATEMENT
signing | C:STATEMENT
collusion | C:LAW-RELATED
seized on | C:LAW-RELATED
arrangements | C:STATEMENT
abused | C:LAW-RELATED
replaced | C:ENGAGEMENT
arrival in office | C:ENGAGEMENT
confronting | C:INTERACTION
redistributed | C:CREATION
redistribute | C:CREATION
redistributes | C:CREATION
war	| C:VIOLENCE-INCIDENT
harassment | C:VIOLENCE-INCIDENT
harassed | C:VIOLENCE-INCIDENT
harasses | C:VIOLENCE-INCIDENT
harass | C:VIOLENCE-INCIDENT
lost | C:OWNERSHIP
loss | C:OWNERSHIP
losses | C:OWNERSHIP
education | C:EDUCATION
trial | C:LAW-RELATED
build | C:CREATION
regulation | C:LAW-RELATED
compliance | C:LAW-RELATED
violation | C:LAW-RELATED
arguments | C:STATEMENT
retirement | C:ENGAGEMENT
heritage | C:OWNERSHIP
notes that | C:STATEMENT
conversion | C:CREATION
cleared	| C:STATEMENT
educated | C:EDUCATION
recalls	| C:STATEMENT
dealt with | C:STATEMENT
passed away | C:DEATH
reproduced | C:CREATION
helped to | C:INTERACTION
compares | C:STATEMENT
preferred | C:STATEMENT
bless | C:STATEMENT
celebrates | C:STATEMENT
rivalry | C:INTERACTION
reiterated | C:STATEMENT
fired at | C:VIOLENCE-INCIDENT
have shared their stories | C:STATEMENT
indicted | C:STATEMENT
appealed | C:LAW-RELATED
indicate | C:STATEMENT
generated by | C:CREATION
suffer from | C:HEALTH-CONDITION
grew up in | C:FAMILY
assaulted by | C:INTERACTION
compensation | C:OWNERSHIP
invested | C:STATEMENT
blow from the inland toward | C:LOCATION-RELATED
sentenced | C:LAW-RELATED
contact | C:INTERACTION
solved by | C:CREATION
ask that | C:STATEMENT
should go to jail | C:LAW-RELATED
hates such | C:STATEMENT
has lost | C:OWNERSHIP
reiterated that | C:STATEMENT
stabbed	| C:VIOLENCE-INCIDENT
cautioned that | C:STATEMENT
induced	into | C:ENGAGEMENT
indicate that | C:STATEMENT
invest in | C:OWNERSHIP
priced at | C:OWNERSHIP
did not provide details about | C:STATEMENT
assume | C:STATEMENT
generate | C:CREATION
divorced | C:INTERACTION
divorced | C:FAMILY
pleased to | C:STATEMENT
alliances | C:INTERACTION
fired last week | C:ENGAGEMENT
sacked | C:ENGAGEMENT
slaughtered | C:VIOLENCE-INCIDENT
owed | C:OWNERSHIP
jailed | C:LAW-RELATED
have been fired | C:ENGAGEMENT
has been fired | C:ENGAGEMENT
posed for a photo at | C:LOCATION-RELATED
meant that | C:STATEMENT
taken into custody by | C:LAW-RELATED
taken into custody at | C:LAW-RELATED
taken into custody on | C:LAW-RELATED
packaged | C:CREATION
threaten | C:INTERACTION
rubbed shoulders with | C:INTERACTION
is selling | C:OWNERSHIP
protects about | C:STATEMENT
care about | C:STATEMENT
worry | C:STATEMENT
have raced through | C:LOCATION-RELATED
compiled | C:CREATION
shot by | C:DEATH
shot by | C:VIOLENCE-INCIDENT
had met	with | C:INTERACTION 
came in rapid succession after | C:ENGAGEMENT
referred to | C:STATEMENT
traded | C:OWNERSHIP
receive	| C:OWNERSHIP
allows	| C:STATEMENT
means that | C:STATEMENT
constitution | C:LAW-RELATED
trials | C:LAW-RELATED
migration | C:LOCATION-RELATED
concerned | C:STATEMENT
donations | C:ONWERSHIP
recalled | C:STATEMENT
entitled to	| C:LAW-RELATED
adoption | C:STATEMENT
ignored	| C:STATEMENT
obligation | C:LAW-RELATED
detention | C:LAW-RELATED
intention | C:STATEMENT
adopted	| C:STATEMENT
aggression | C:VIOLENCE-INCIDENT
conducted | C:CREATION
immigration	| C:LOCATION-RELATED
regulations	| C:LAW-RELATED
deaths | C:DEATH
terrorism | C:VIOLENCE-INCIDENT
expectations | C:STATEMENT
resolutions	| C:LAW-RELATED
based in | C:LOCATION-RELATED
tourism	| C:LOCATION-RELATED
generated from | C:CREATION
violations | C:LAW-RELATED
depression | C:STATEMENT
meet | C:INTERACTION
granted	| C:STATEMENT
expects	| C:STATEMENT
ensure | C:STATEMENT
controlled | C:OWNERSHIP
infection | C:HEALTH-CONDITION
write | C:CREATION 
detained | C:LAW-RELATED
detains | C:LAW-RELATED
detain | C:LAW-RELATED
excited to | C:STATEMENT
look forward to	| C:STATEMENT
wars | C:VIOLENCE-INCIDENT
appointments | C:ENGAGEMENT
indication | C:STATEMENT
banned | C:STATEMENT
pursued her | C:STATEMENT
pursued him | C:STATEMENT
retired	| C:ENGAGEMENT
lit up the | C:VIOLENCE-INCIDENT
live in	| C:LOCATION-RELATED
donation | C:OWNERSHIP
connected to | C:INTERACTION
carried out	| C:CREATION
funded	| C:CREATION
referred to	| C:STATEMENT
ensure that	| C:STATEMENT
oppose | C:STATEMENT
indicates that | C:STATEMENT
worked with	| C:ENGAGEMENT
worked with	| C:INTERACTION
excited about | C:STATEMENT
prized | C:ACHIEVEMENT
got out of | C:LOCATION-RELATED
graduation | C:EDUCATION
leaked | C:STATEMENT
carried out by | C:CREATION
watched the fire burn | C:VIOLENCE-INCIDENT
reached out to | C:INTERACTION
unified | C:CREATION
prescribed | C:CREATION
rebuild | C:CREATION
indicate that | C:STATEMENT
armed with | C:OWNERSHIP
sign | C:STATEMENT
surprised by | C:STATEMENT
inherited | C:OWNERSHIP
erupted near | C:NATURAL-DISASTER
will meet | C:INTERACTION
manufactures | C:CREATION
manufactured | C:CREATION
manufacturing | C:CREATION
acquitted him of | C:LAW-RELATED
is developing | C:CREATION
allows them to | C:STATEMENT
mediation | C:INTERACTION
brought against | C:INTERACTION
wants him to | C:STATEMENT
pointed out that | C:STATEMENT
expanded | C:CREATION
appalled by | C:STATEMENT
indictment | C:LAW-RELATED
kill | C:VIOLENCE-INCIDENT
put his hand on | C:ENGAGEMENT
harassed | C:LAW-RELATED
infections | C:HEALTH-CONDITION
shot in | C:DEATH
shot in | C:VIOLENCE-INCIDENT
controlled by | C:OWNERSHIP
consultations | C:INTERACTION
delivers | C:CREATION
note that | C:STATEMENT
felt that | C:STATEMENT
feel that | C:STATEMENT
concessions	| C:STATEMENT
contribute to | C:ENGAGEMENT
travel | C:LOCATION-RELATED
pointed out	| C:STATEMENT
welcomes | C:STATEMENT
regretted | C:STATEMENT
step down | C:ENGAGEMENT
highlighted | C:STATEMENT
donated	| C:OWNERSHIP
voted against | C:STATEMENT
will put greater pressure on | C:STATEMENT
thrilled to	| C:STATEMENT
brought forward	| C:STATEMENT	
celebrated | C:STATEMENT
dissent | C:STATEMENT
prepared | C:CREATION
concession | C:LAW-RELATED
fire broke out | C:VIOLENCE-INCIDENT
jailed for | C:LAW-RELATED
left office | C:ENGAGEMENT
admits | C:STATEMENT
permitted | C:STATEMENT
meant to | C:STATEMENT
banned from | C:LAW-RELATED
violate	| C:LAW-RELATED
raped | C:VIOLENCE-INCIDENT
plans to | C:STATEMENT
earn | C:OWNERSHIP
volcano eruption | C:NATURAL-DISASTER
priced | C:OWNERSHIP
outlawed | C:LAW-RELATED
honored	| C:STATEMENT
will continue to work for | C:ENGAGEMENT
treats patients with | C:INTERACTION
turned against | C:STATEMENT
engineered | C:CREATION
redevelopment | C:CREATION
packed | C:CREATION
have fully recovered | C:HEALTH-CONDITION
worked directly for | C:ENGAGEMENT
have worked with | C:ENGAGEMENT
work closely with | C:ENGAGEMENT
is working hard to | C:ENGAGEMENT
work as | C:ENGAGEMENT
works at | C:ENGAGEMENT
work together to | C:ENGAGEMENT
are working	for | C:ENGAGEMENT
worked hard to | C:ENGAGEMENT
works as an | C:ENGAGEMENT
works as a | C:ENGAGEMENT
work at | C:ENGAGEMENT
works at | C:ENGAGEMENT
worked with | C:ENGAGEMENT
worked on | C:ENGAGEMENT
prompted a legal skirmish | C:LAW-RELATED
faces legal challenges | C:LAW-RELATED
legal arguments | C:LAW-RELATED
holds the chairmanship | C:ENGAGEMENT
became president | C:ENGAGEMENT
performs at | C:CREATION
performs in | C:CREATION
performed at | C:CREATION
performed in | C:CREATION
perform at | C:CREATION
perform in | C:CREATION
passed legislation | C:LAW-RELATED
pass legislation | C:LAW-RELATED
reform legislation | C:LAW-RELATED
reformed legislation | C:LAW-RELATED
remain in detention | C:LAW-RELATED
remains in detention | C:LAW-RELATED
remained in detention | C:LAW-RELATED
put forward my candidacy | C:STATEMENT
put forward his candidacy | C:STATEMENT
put forward her candidacy | C:STATEMENT
taken a final position | C:STATEMENT
takes a final position | C:STATEMENT
take a final position | C:STATEMENT
took a final position | C:STATEMENT
has raised concerns | C:STATEMENT
have raised concerns | C:STATEMENT
raise concerns | C:STATEMENT
raises concerns | C:STATEMENT
worked with | C:ENGAGEMENT
promoted a succession of | C:STATEMENT
promotes a succession of | C:STATEMENT
uses strong language | C:STATEMENT
used strong language | C:STATEMENT
took a defiant tone | C:STATEMENT
take a defiant tone | C:STATEMENT
takes a defiant tone | C:STATEMENT
spoken out against | C:STATEMENT
speaks out against | C:STATEMENT
speak out against | C:STATEMENT
battling the fire along with | C:INTERACTION
talking with | C:STATEMENT
remained his friend | C:INTERACTION
remains his friend | C:INTERACTION
remains his friend | C:INTERACTION
remains his friend | C:INTERACTION
spoken with | C:INTERACTION
posted on | C:STATEMENT
received a doctorate | C:STATEMENT
received a degree | C:STATEMENT
place strict limits | C:STATEMENT
will be held at	| C:LOCATION-RELATED
returned from | C:LOCATION-RELATED
have wrestled with | C:INTERACTION
noted in | C:STATEMENT
repayment | C:OWNERSHIP
stationed in | C:LOCATION-RELATED
honoured | C:ACHIEVEMENT
demands that | C:STATEMENT
reimbursement | C:OWNERSHIP
consults regularly with | C:INTERACTION
worked there | C:ENGAGEMENT
shared disdain for | C:STATEMENT
presided in | C:ENGAGEMENT
end up paying | C:OWNERSHIP
pronounced with | C:STATEMENT
ensures	| C:STATEMENT
embezzlement | C:LAW-RELATED
sanctioned | C:LAW-RELATED
dispatched to | C:LOCATION-RELATED
could end up banning | C:LAW-RELATED
provoked | C:STATEMENT
met later in | C:INTERACTION
met later in | C:LOCATION-RELATED
confiscated | C:LAW-RELATED
medical care | C:HEALTH-CONDITION
cremated | C:DEATH 
work for | C:ENGAGEMENT
builds | C:CREATION
rewarded for | C:ACHIEVEMENT
attempt to intervene | C:INTERACTION
fires broke | C:NATURAL-DISASTER
have been quarantined | C:HEALTH-CONDITION
intoxicated	| C:HEALTH-CONDITION
has erupted on | C:NATURAL-DISASTER
notification | C:STATEMENT
stole a package | C:OWNERSHIP
stole a package | C:LAW-RELATED
balked at the idea | C:STATEMENT
had publicly pressed | C:STATEMENT
assisted him | C:CREATION 
assisted her | C:INTERACTION
aired live on | C:CREATION
set to leave | C:LOCATION-RELATED
trim costs | C:OWNERSHIP
have thrown rocks at | C:VIOLENCE-INCIDENT
raised concerns | C:STATEMENT
attorneys | C:LAW-RELATED
attorney | C:LAW-RELATED
point out that | C:STATEMENT
irrigation | C:CREATION
robbed | C:VIOLENCE-INCIDENT
appoint | C:ENGAGEMENT
deceived | C:LAW-RELATED
fanned fires across	| C:NATURAL-DISASTER
cried | C:STATEMENT
intimidated | C:STATEMENT
restriction	| C:LAW-RELATED
publishes | C:CREATION
has brought	| C:OWNERSHIP
censored | C:LAW-RELATED
publish | C:STATEMENT
shot him | C:VIOLENCE-INCIDENT
shot her | C:VIOLENCE-INCIDENT 
had spoken to | C:INTERACTION
kidnapped | C:VIOLENCE-INCIDENT
stipulates that | C:STATEMENT
escalate tension in | C:LOCATION-RELATED
credited | C:STATEMENT
burn rapidly | C:VIOLENCE-INCIDENT
ensures that | C:STATEMENT
injure | C:HEALTH-CONDITION
works as | C:ENGAGEMENT
was on stage with | C:INTERACTION
listened to | C:STATEMENT
is running for | C:ENGAGEMENT
fled to | C:LOCATION-RELATED
lives with | C:INTERACTION
financed | C:OWNERSHIP
remuneration | C:OWNERSHIP
points out that | C:STATEMENT
campaigned for | C:STATEMENT
financed by | C:OWNERSHIP
congratulations | C:ACHIEVEMENT 
taken into custody | C:LAW-RELATED
drew a strong rebuke from | C:STATEMENT
had never met | C:INTERACTION
works for | C:ENGAGEMENT
points out | C:STATEMENT
consult with | C:INTERACTION
carries a maximum sentence of | C:LAW-RELATED
fired by | C:ENGAGEMENT
reclaim the presidency | C:ENGAGEMENT
tested positive for	| C:HEALTH-CONDITION
planned to call | C:INTERACTION
posted a picture | C:CREATION
treatment can give | C:HEALTH-CONDITION
doubted that | C:STATEMENT
voted in favour | C:STATEMENT
are exporting | C:OWNERSHIP
diagnosed him with | C:HEALTH-CONDITION
diagnosed her with | C:HEALTH-CONDITION
assisted by	| C:INTERACTION
returned home | C:LOCATION-RELATED
is heading to | C:LOCATION-RELATED
selling	| C:OWNERSHIP
took the podium at | C:ACHIEVEMENT
treatment is given through | C:HEALTH-CONDITION
kept in touch | C:STATEMENT
spent nearly a month in	| C:LOCATION-RELATED	
gathered at	| C:LOCATION-RELATED
suffered an accident | C:HEALTH-CONDITION
health parameters of | C:HEALTH-CONDITION
health authorities | C:HEALTH-CONDITION
putting their health at | C:HEALTH-CONDITION
putting his health at | C:HEALTH-CONDITION
putting her health at | C:HEALTH-CONDITION
healthcare provider | C:HEALTH-CONDITION
gut health of | C:HEALTH-CONDITION
health care | C:HEALTH-CONDITION
puts at risk the health of | C:HEALTH-CONDITION
health records | C:HEALTH-CONDITION
healthcare | C:HEALTH-CONDITION
health issues | C:HEALTH-CONDITION
maintain the health | C:HEALTH-CONDITION
health emergency | C:HEALTH-CONDITION
health services | C:HEALTH-CONDITION
health records | C:HEALTH-CONDITION
regulate | C:LAW-RELATED
separated from | C:INTERACTION
complains | C:STATEMENT
unleashed | C:STATEMENT
surrounded himself with | C:ENGAGEMENT
refrain from commenting | C:STATEMENT
smuggled | C:VIOLENCE-INCIDENT
smuggle | C:VIOLENCE-INCIDENT
fired accidentally | C:VIOLENCE-INCIDENT
left court | C:LAW-RELATED
stripped of her crown | C:ENGAGEMENT
situated in | C:LOCATION-RELATED
custody arrangement | C:LAW-RELATED
lived together | C:INTERACTION
will preside | C:ENGAGEMENT
pollution | C:NATURAL-DISASTER
went on to become | C:ENGAGEMENT
intimated that | C:STATEMENT
hoped that | C:STATEMENT
reasoned | C:STATEMENT
parted ways with | C:ENGAGEMENT
fought with | C:INTERACTION
stepped down as | C:ENGAGEMENT
will serve as | C:ENGAGEMENT
got a blessing from | C:STATEMENT
looking forward to | C:STATEMENT
diagnose him with | C:HEALTH-CONDITION
diagnose her with | C:HEALTH-CONDITION
vaccinated | C:HEALTH-CONDITION
stepped down as | C:ENGAGEMENT
reckons | C:STATEMENT
reveal that | C:STATEMENT
facing charges of | C:LAW-RELATED
warnings from | C:STATEMENT
will stop operating for | C:ENGAGEMENT
still serving in | C:ENGAGEMENT
criminals | C:LAW-RELATED
court’s | C:LAW-RELATED
fabrication | C:CREATION
taking a position | C:STATEMENT
spend their money | C:OWNERSHIP
faced with the challenging task of | C:ENGAGEMENT
fires burning in | C:NATURAL-DISASTER
has referred letters from | C:STATEMENT
regrets | C:STATEMENT
